pygame 1.9.4
Hello from the pygame community. https://www.pygame.org/contribute.html
couldn't import doomish
Couldn't import doom
Beginning Training...
         673055 function calls (658794 primitive calls) in 39.166 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      204    0.001    0.000    0.007    0.000 fromnumeric.py:1764(clip)
     1174    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
      954    0.001    0.000    0.006    0.000 __init__.py:2224(_normalize_cached)
      464    0.002    0.000    0.006    0.000 posixpath.py:121(splitext)
      351    0.002    0.000    0.006    0.000 enum.py:797(__or__)
      710    0.003    0.000    0.006    0.000 abc.py:180(__instancecheck__)
      471    0.003    0.000    0.006    0.000 copy.py:268(_reconstruct)
      206    0.000    0.000    0.006    0.000 sre_parse.py:96(closegroup)
       78    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
     3687    0.005    0.000    0.006    0.000 sre_parse.py:248(match)
      209    0.002    0.000    0.006    0.000 fromnumeric.py:64(_wrapreduction)
     2095    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.000    0.000    0.006    0.006 sbcsgroupprober.py:29(<module>)
      267    0.002    0.000    0.006    0.000 enum.py:70(__setitem__)
        2    0.000    0.000    0.006    0.003 pyparsing.py:1571(parseString)
      336    0.006    0.000    0.006    0.000 {method 'view' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.006    0.006 subprocess.py:42(<module>)
      702    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap>:151(__exit__)
     5484    0.006    0.000    0.006    0.000 {method 'group' of '_sre.SRE_Match' objects}
     1720    0.004    0.000    0.006    0.000 tensor.py:384(__hash__)
     2095    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap>:843(__enter__)
        1    0.000    0.000    0.006    0.006 hashlib.py:54(<module>)
      505    0.003    0.000    0.006    0.000 threading.py:334(notify)
1393/1248    0.002    0.000    0.006    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.006    0.006 chardistribution.py:28(<module>)
        1    0.000    0.000    0.006    0.006 runner.py:1(<module>)
        1    0.000    0.000    0.006    0.006 decoder.py:2(<module>)
        1    0.000    0.000    0.006    0.006 models.py:8(<module>)
        2    0.000    0.000    0.006    0.003 request.py:1(<module>)
       13    0.000    0.000    0.006    0.000 __init__.py:2219(normalize_path)
        1    0.000    0.000    0.005    0.005 core.py:21(<module>)
       13    0.000    0.000    0.005    0.000 posixpath.py:384(realpath)
     5103    0.005    0.000    0.005    0.000 {method 'partition' of 'str' objects}
      298    0.002    0.000    0.005    0.000 version.py:236(__str__)
      183    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
      168    0.002    0.000    0.005    0.000 __init__.py:20(_make_grads)
    106/2    0.001    0.000    0.005    0.003 pyparsing.py:1347(_parseNoCache)
      184    0.001    0.000    0.005    0.000 DQNAgent.py:96(random_action)
        1    0.005    0.005    0.005    0.005 {method 'close' of '_io.BufferedWriter' objects}
     10/2    0.001    0.000    0.005    0.003 pyparsing.py:3356(parseImpl)
        6    0.000    0.000    0.005    0.001 conv.py:289(__init__)
        1    0.000    0.000    0.005    0.005 request.py:68(<module>)
      686    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:176(cb)
     5380    0.005    0.000    0.005    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.005    0.005 __init__.py:88(<module>)
        1    0.000    0.000    0.005    0.005 markers.py:4(<module>)
      627    0.003    0.000    0.005    0.000 Image.py:553(_new)
     1890    0.003    0.000    0.005    0.000 sre_parse.py:171(append)
      504    0.002    0.000    0.005    0.000 summary.py:62(_clean_tag)
      341    0.003    0.000    0.005    0.000 posixpath.py:154(dirname)
     1016    0.003    0.000    0.005    0.000 version.py:65(_compare)
      205    0.005    0.000    0.005    0.000 {method 'choice' of 'mtrand.RandomState' objects}
        1    0.000    0.000    0.005    0.005 signals.py:1(<module>)
     2242    0.004    0.000    0.005    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.005    0.005 summary_pb2.py:4(<module>)
        1    0.000    0.000    0.005    0.005 pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.005    0.005 pyparsing.py:4834(_makeTags)
        4    0.004    0.001    0.005    0.001 {built-in method pygame.display.set_mode}
        1    0.000    0.000    0.005    0.005 symbol_database.py:58(<module>)
       37    0.001    0.000    0.005    0.000 abc.py:132(__new__)
     5695    0.005    0.000    0.005    0.000 utils.py:94(<lambda>)
      163    0.000    0.000    0.005    0.000 genericpath.py:16(exists)
     16/2    0.000    0.000    0.005    0.002 pyparsing.py:3696(parseImpl)
     1797    0.003    0.000    0.005    0.000 sre_parse.py:159(__len__)
        2    0.000    0.000    0.005    0.002 pyparsing.py:3818(parseImpl)
    98/19    0.002    0.000    0.005    0.000 abc.py:196(__subclasscheck__)
       13    0.001    0.000    0.005    0.000 posixpath.py:393(_joinrealpath)
      823    0.002    0.000    0.005    0.000 sprite.py:339(__iter__)
      131    0.004    0.000    0.005    0.000 function.py:89(__init__)
        1    0.000    0.000    0.005    0.005 financial.py:12(<module>)
       17    0.002    0.000    0.005    0.000 enum.py:160(<setcomp>)
      159    0.000    0.000    0.005    0.000 __init__.py:1503(_has)
     5472    0.005    0.000    0.005    0.000 {method 'bit_length' of 'int' objects}
       83    0.000    0.000    0.005    0.000 pyparsing.py:1780(__add__)
      612    0.003    0.000    0.005    0.000 sprite.py:1525(<listcomp>)
     1625    0.003    0.000    0.005    0.000 sre_parse.py:285(tell)
        1    0.000    0.000    0.005    0.005 ntpath.py:6(<module>)
     20/8    0.000    0.000    0.004    0.001 pyparsing.py:3506(parseImpl)
      100    0.001    0.000    0.004    0.000 __init__.py:2709(insert_on)
     1446    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:416(parent)
        2    0.000    0.000    0.004    0.002 tensor.py:1(<module>)
      204    0.001    0.000    0.004    0.000 __init__.py:153(update_draw_base)
      686    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.004    0.004 ipaddress.py:9(<module>)
        1    0.000    0.000    0.004    0.004 graph_onnx.py:1(<module>)
        1    0.001    0.001    0.004    0.004 descriptor_pb2.py:4(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:119(_lazy_call)
        1    0.000    0.000    0.004    0.004 serialization.py:209(<lambda>)
        1    0.000    0.000    0.004    0.004 traceback.py:193(format_stack)
        1    0.000    0.000    0.004    0.004 serialization.py:212(_save)
        1    0.000    0.000    0.004    0.004 auto_symbolic.py:1(<module>)
      134    0.002    0.000    0.004    0.000 pyparsing.py:3219(__init__)
      224    0.001    0.000    0.004    0.000 __init__.py:1462(_fn)
     4246    0.004    0.000    0.004    0.000 {built-in method _imp.acquire_lock}
     1170    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        1    0.000    0.000    0.004    0.004 string.py:15(<module>)
     3554    0.004    0.000    0.004    0.000 {built-in method posix.fspath}
     4246    0.004    0.000    0.004    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.004    0.004 replicate.py:1(<module>)
        1    0.000    0.000    0.004    0.004 signal.py:1(<module>)
     1544    0.004    0.000    0.004    0.000 {built-in method __new__ of type object at 0x7f50c85e8d60}
      204    0.002    0.000    0.004    0.000 fromnumeric.py:36(_wrapit)
        1    0.000    0.000    0.004    0.004 specifiers.py:214(LegacySpecifier)
       10    0.003    0.000    0.004    0.000 {method 'readlines' of '_io._IOBase' objects}
       84    0.001    0.000    0.004    0.000 pyparsing.py:3349(__init__)
     1207    0.002    0.000    0.004    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
      514    0.001    0.000    0.004    0.000 version.py:53(__eq__)
        1    0.000    0.000    0.004    0.004 string.py:65(__init__)
     1054    0.004    0.000    0.004    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.004    0.004 scanner.py:2(<module>)
        1    0.000    0.000    0.004    0.004 api.py:1(<module>)
        1    0.000    0.000    0.004    0.004 message.py:5(<module>)
      499    0.002    0.000    0.004    0.000 sre_compile.py:388(_simple)
        1    0.000    0.000    0.004    0.004 graph_pb2.py:4(<module>)
        1    0.001    0.001    0.004    0.004 _torch_docs.py:1(<module>)
        6    0.000    0.000    0.004    0.001 conv.py:12(__init__)
      232    0.001    0.000    0.004    0.000 __init__.py:1309(safe_name)
        2    0.001    0.001    0.004    0.002 six.py:1(<module>)
        1    0.000    0.000    0.004    0.004 parse.py:28(<module>)
        3    0.000    0.000    0.004    0.001 __init__.py:234(<listcomp>)
        1    0.000    0.000    0.004    0.004 api.py:11(<module>)
      168    0.001    0.000    0.004    0.000 loss.py:734(forward)
      836    0.002    0.000    0.004    0.000 Image.py:601(__del__)
      168    0.004    0.000    0.004    0.000 {method 'max' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.003    0.003 core.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tensor_pb2.py:4(<module>)
       18    0.000    0.000    0.003    0.000 __init__.py:2000(safe_listdir)
        1    0.000    0.000    0.003    0.003 decimal.py:2(<module>)
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
      502    0.001    0.000    0.003    0.000 version.py:47(__lt__)
      520    0.003    0.000    0.003    0.000 {method 'float' of 'torch._C._TensorBase' objects}
  591/585    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
        1    0.000    0.000    0.003    0.003 version.py:27(<module>)
        1    0.000    0.000    0.003    0.003 filepost.py:1(<module>)
        7    0.000    0.000    0.003    0.000 __init__.py:256(init)
      236    0.001    0.000    0.003    0.000 re.py:184(sub)
        1    0.000    0.000    0.003    0.003 serialization.py:1(<module>)
        1    0.000    0.000    0.003    0.003 writer.py:161(__init__)
        1    0.000    0.000    0.003    0.003 event_file_writer.py:101(__init__)
       15    0.000    0.000    0.003    0.000 abc.py:151(register)
     2818    0.003    0.000    0.003    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.003    0.003 descriptor_pool.py:56(<module>)
      140    0.001    0.000    0.003    0.000 sre_parse.py:828(fix_flags)
        1    0.000    0.000    0.003    0.003 distributed_c10d.py:1(<module>)
        7    0.000    0.000    0.003    0.000 utils.py:1(<module>)
      464    0.002    0.000    0.003    0.000 genericpath.py:117(_splitext)
     1415    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
      632    0.002    0.000    0.003    0.000 __init__.py:2516(key)
        1    0.000    0.000    0.003    0.003 gradcheck.py:1(<module>)
       78    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
        1    0.000    0.000    0.003    0.003 dis.py:1(<module>)
        1    0.000    0.000    0.003    0.003 escprober.py:28(<module>)
      744    0.003    0.000    0.003    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      168    0.001    0.000    0.003    0.000 functional.py:1677(smooth_l1_loss)
      209    0.002    0.000    0.003    0.000 Image.py:451(_getencoder)
        1    0.000    0.000    0.003    0.003 summary.py:30(<module>)
     2928    0.003    0.000    0.003    0.000 {method 'lower' of 'str' objects}
     2714    0.003    0.000    0.003    0.000 {built-in method _thread.get_ident}
      241    0.003    0.000    0.003    0.000 {built-in method posix.getcwd}
     2050    0.003    0.000    0.003    0.000 version.py:207(<genexpr>)
      205    0.002    0.000    0.003    0.000 ple.py:169(getActionSet)
      234    0.001    0.000    0.003    0.000 module.py:520(__setattr__)
       10    0.000    0.000    0.003    0.000 __init__.py:1807(get_metadata_lines)
        2    0.000    0.000    0.003    0.001 function_base.py:1(<module>)
       64    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
       10    0.000    0.000    0.003    0.000 __init__.py:1790(get_metadata)
      234    0.001    0.000    0.003    0.000 posixpath.py:144(basename)
      592    0.002    0.000    0.003    0.000 ple.py:214(game_over)
        1    0.000    0.000    0.003    0.003 _parseaddr.py:7(<module>)
       83    0.001    0.000    0.003    0.000 functools.py:44(update_wrapper)
       14    0.000    0.000    0.003    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.003    0.003 sessions.py:9(<module>)
     1025    0.002    0.000    0.003    0.000 sre_compile.py:102(fixup)
      179    0.001    0.000    0.003    0.000 DQNAgent.py:29(push)
      204    0.001    0.000    0.003    0.000 sprite.py:452(update)
     2596    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
       97    0.000    0.000    0.003    0.000 posixpath.py:168(islink)
        8    0.000    0.000    0.003    0.000 hashlib.py:73(__get_builtin_constructor)
      508    0.002    0.000    0.003    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.003    0.003 comm.py:1(<module>)
      679    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:780(find_spec)
      168    0.003    0.000    0.003    0.000 tensor.py:321(__rsub__)
        1    0.000    0.000    0.003    0.003 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.002    0.002 fields.py:1(<module>)
      418    0.002    0.000    0.002    0.000 Image.py:2304(_check_size)
       24    0.000    0.000    0.002    0.000 __init__.py:351(_generatePipes)
      293    0.001    0.000    0.002    0.000 __init__.py:2257(yield_lines)
       10    0.000    0.000    0.002    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
      168    0.002    0.000    0.002    0.000 {built-in method ones_like}
        1    0.000    0.000    0.002    0.002 polynomial.py:56(<module>)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
      204    0.001    0.000    0.002    0.000 __init__.py:373(_handle_player_events)
      231    0.002    0.000    0.002    0.000 {built-in method numpy.core.multiarray.empty}
        1    0.000    0.000    0.002    0.002 data_parallel.py:1(<module>)
      478    0.001    0.000    0.002    0.000 __init__.py:2664(__getattr__)
        1    0.000    0.000    0.002    0.002 version.py:93(StrictVersion)
       49    0.000    0.000    0.002    0.000 pyparsing.py:1907(__or__)
      206    0.001    0.000    0.002    0.000 sre_parse.py:84(opengroup)
       10    0.002    0.000    0.002    0.000 {method '_write_file' of 'torch._C.FloatStorageBase' objects}
        1    0.000    0.000    0.002    0.002 fftpack.py:32(<module>)
        1    0.000    0.000    0.002    0.002 puckworld.py:1(<module>)
      248    0.001    0.000    0.002    0.000 sre_parse.py:294(_class_escape)
     2390    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
       97    0.002    0.000    0.002    0.000 {built-in method posix.lstat}
     1190    0.002    0.000    0.002    0.000 {built-in method from_bytes}
        1    0.001    0.001    0.002    0.002 getlimits.py:3(<module>)
     1691    0.002    0.000    0.002    0.000 {built-in method math.sqrt}
     1026    0.002    0.000    0.002    0.000 _weakrefset.py:70(__contains__)
        1    0.000    0.000    0.002    0.002 ipaddress.py:2233(_IPv6Constants)
